first_seen_at,last_seen_at,ip_country,media_source,app_name,latest_product,first_purchase_at,trial_start_at,trial_end_at,most_recent_purchase_at,most_recent_renewal_at,latest_expiration_at,subscription_opt_out_at,trial_opt_out_at,total_renewals,total_spent,latest_store,latest_auto_renew_intent,all_purchased_product_ids,most_recent_billing_issues_at,status,has_made_a_non_subscription_purchase,app_user_id
1621825408718,1629000891344,US,Source A,Generic App,com.app.year,1593592737000,1593592737000,1593851937000,1626435992000,1626435992000,1657971992000,,,1,139.97999999999999,app_store,t,com.app.year,,active,f,A921A1F5-0A74-4E5E-B064-3243AB45913E
1628991451497,1628991451498,MX,,Generic App,com.app.week,1628991491000,1628991491000,1629250691000,1628991491000,,1629250691000,,,,0,app_store,t,com.app.week,,free_trial,f,EF5D761A-2EBE-497B-A590-A7F53217C841
1628991039238,1628991039238,US,Source X,Generic App,com.app.week,1628991081000,1628991081000,1629250281000,1628991081000,,1629250281000,1629045250463,1629045250463,,0,app_store,f,com.app.week,,cancelled_trial,f,8F035B16-E3BE-42A1-89BA-BF2D4DBEB781
1628690316916,1628989252027,CA,Source C,Generic App,com.app.week,1598158654000,1598158654000,1598417854000,1628718622000,1628718622000,1629323422000,,,50,374.38487948037528,app_store,t,com.app.week,,active,f,9DE40C32-5A9C-481D-94B2-0CC0ADA772D8
1625700682897,1628987279297,US,Source A,Generic App,com.app.year,1602636507000,1602636507000,1602895707000,1602636507000,,1602895707000,1628987290907,1628987290907,,0,app_store,f,com.app.year,,expired,f,62A14E30-A3F1-4161-A2DE-1CB5AA8D98A7
1628981676043,1628981676043,US,Source X,Generic App,com.app.year,1599924785000,1599924785000,1600183985000,1628981705000,1628981705000,1634908514000,,,1,76.97999999999999,app_store,t,com.app.week,,active,f,CE6116FE-97F2-41A6-86E0-6AB12C681034
1620765180697,1628980650765,IT,Source D,Generic App,com.app.year,1614293116000,1614293116000,1614552316000,1614552316000,,1646088316000,1629036546097,1629036546097,,92.943130731231506,app_store,f,com.app.year,,cancelled,f,D127966D-B47A-48BC-A3B3-C24E85405419
1624573565092,1628978111592,US,Source D,Generic App,com.app.year,1628978432000,1628978432000,1629237632000,1628978432000,,1629237632000,,,,0,app_store,t,com.app.year,,free_trial,f,9DA66EC1-74E8-4CD6-9B69-AFAF3D91A7BA
1628973241827,1628973241828,US,Source X,Generic App,com.app.year,1597169747000,1597169747000,1597428947000,1628964947000,1628964947000,1629055795000,1629021664640,1629021664640,1,69.989999999999995,app_store,f,com.app.year,,expired,f,5CCACBE3-D128-48B3-9DB2-53D270A69DAE
1619530838042,1628972104378,US,Source D,Generic App,com.app.year,1612308914000,1612308914000,1612568114000,1612308914000,,1612568114000,1628972121063,1628972121063,,0,app_store,f,com.app.year,,expired,f,2D550ABE-C72E-4023-8118-3B862BD2BFEA
1620466354629,1628970092907,US,Source C,Generic App,com.app.year,1591209447000,1591209447000,1591468647000,1592329799000,,1623865799000,1629048258829,1629048258829,,69.989999999999995,app_store,f,com.app.year,,expired,f,40A6258D-30A9-4726-BD85-E67128D2A843
1628968898091,1628968898091,TN,Source X,Generic App,com.app.year,1628968938000,1628968938000,1629228138000,1628968938000,,1629228138000,,,,0,app_store,t,com.app.year,,free_trial,f,FF0602F6-C6B3-4F70-81AD-C0281226DD91
1621304257496,1628967261089,US,Source D,Generic App,com.app.year,1614379831000,1614379831000,1614639031000,1614639031000,,1646175031000,,,,69.989999999999995,app_store,t,com.app.year,,active,f,1DD77BCF-E7EA-4C3D-BCEF-ACEB03A221D4
1628965383394,1628965383395,ID,,Generic App,com.app.year,1593257160000,1593257160000,1593516360000,1628965423000,1628965423000,1660501423000,,,1,138.63486791186358,app_store,t,com.app.year,,active,f,01C24A0C-21DC-446A-8038-EFF83ED4A1AA
1628964797183,1628964797184,US,Source D,Generic App,com.app.year,1612141542000,1612141542000,1612400742000,1612400742000,,1643936742000,,,,69.989999999999995,app_store,t,com.app.year,,active,f,C4F25395-5211-474C-8E1F-FA8F6C5309EF
1628963397785,1628963397785,US,,Generic App,com.app.year,1615293953000,1615293953000,1615553153000,1615293953000,,1615553153000,1628963412709,1628963412709,,0,app_store,f,com.app.year,,expired,f,9BD41964-E564-4175-B9E9-A54468E661CB
1628960161389,1628960161389,US,Source A,Generic App,com.app.year,1628960202000,1628960202000,1629219402000,1628960202000,,1629219402000,,,,0,app_store,t,com.app.year,,free_trial,f,467E24CC-C374-405D-9393-6B3CC670885B
1628957799693,1628957799693,US,,Generic App,com.app.year,1616512746000,1616512746000,1616771946000,1616512746000,,1616771946000,1628957891502,1628957891502,,0,app_store,f,com.app.year,,expired,f,58C21F24-D032-4A96-9A1A-C1A1D209788F
1625629717275,1628957515423,US,Source D,Generic App,com.app.year,1610072956000,1610072956000,1610332156000,1610332156000,,1610960003000,1628957525581,1628957525581,,0,app_store,f,com.app.year,,expired,f,C391405A-115F-46F3-96F0-1AC305DB057A
1628956047566,1628956047566,US,Source D,Generic App,com.app.year,1611085627000,1611085627000,1611344827000,1611344827000,,1642880827000,,,,69.989999999999995,app_store,t,com.app.year,,active,f,0DA83F5B-26B0-4FFB-AA7F-9A287C413078
1618964310589,1628955695775,US,Source D,Generic App,com.app.week,1618521316000,1618521316000,1618780516000,1629062116000,1629062116000,1629666916000,,,17,125.81999999999996,app_store,t,com.app.week,,active,f,E7F4B61A-B202-43BB-B9C5-0A04A1920CDC
1628952764031,1628952764031,VN,Source X,Generic App,com.app.week,1628952874000,1628952874000,1629212074000,1628952874000,,1629212074000,1629001005698,1629001005698,,0,app_store,f,com.app.week,,cancelled_trial,f,C4D3DA51-88B8-41F9-BA9A-8CB91B09A364
1621539012724,1628947668535,US,Source X,Generic App,com.app.year,1628947805000,1628947805000,1629207005000,1628947805000,,1629207005000,,,,0,app_store,t,com.app.year,,free_trial,f,95B3BFDF-B3E2-4FBD-85B9-67CA83E61712
1620869235374,1628946695880,US,Source F,Generic App,com.app.year,1606395544000,1606395544000,1606654744000,1606654744000,,1638190744000,,,,69.989999999999995,app_store,t,com.app.year,,active,f,8CAD72E1-9D65-44E0-AF9C-4F7FCAB3830D
1628775858713,1628944533925,GB,Source X,Generic App,com.app.week,1628775914000,1628775914000,1629035114000,1628775914000,,1629035114000,1628820177664,1628820177664,,0,app_store,f,com.app.week,,expired,f,C8013854-53B6-417E-80A1-C6437536179E
1628943867277,1628943867277,US,,Generic App,com.app.year,1628943878000,1628943878000,1629203078000,1628943878000,,1629203078000,,,,0,app_store,t,com.app.year,,free_trial,f,B485EF8B-9328-4504-BAB4-B2147C5A601C
1628940752749,1628940752749,GB,,Generic App,com.app.week,1628940780000,1628940780000,1629199980000,1628940780000,,1629199980000,1628994886910,1628994886910,,0,app_store,f,com.app.week,,cancelled_trial,f,E8E6D7B2-1F10-463A-A8B6-F1C9049FE609
1621602060929,1628938249057,US,Source X,Generic App,com.app.week,1585019962000,1585019962000,1585279162000,1628963824000,1628963824000,1629568624000,,,1,13.98,app_store,t,com.app.week,,active,f,886E0CEF-1E18-483A-A978-73FF96AD1F55
1628936685895,1628936685895,VN,,Generic App,com.app.week,1628936713000,1628936713000,1629195913000,1628936713000,,1629195913000,1628982417681,1628982417681,,0,app_store,f,com.app.week,,cancelled_trial,f,5A009F91-DD17-4159-A044-7D999D557383
1621839569584,1628924211109,AU,Source A,Generic App,com.app.year,1599266686000,1599266686000,1599525886000,1628924240000,,1660460240000,,,,84.741141201335907,app_store,t,com.app.year,,active,f,E3DEE631-0583-4033-A369-1B43AFB3A773
1624999731494,1628920612984,US,,Generic App,com.app.year,1615968650000,1615968650000,1616227850000,1616227850000,,1647763850000,1628920752361,1628920752361,,69.989999999999995,app_store,f,com.app.year,,cancelled,f,459CA499-4027-4703-85BF-C414640FABF6
1620781536536,1628919135735,US,Source F,Generic App,com.app.year,1616391195000,1616391195000,1616650395000,1616391195000,,1616650395000,1628919290430,1628919290430,,0,app_store,f,com.app.year,,expired,f,58CD8694-47F8-40AE-82BB-10B32EE14539
1628918660031,1628918660031,PH,,Generic App,com.app.week,1628918734000,1628918734000,1629177934000,1628918734000,,1629177934000,,,,0,app_store,t,com.app.week,,free_trial,f,FF71AB29-0DB3-422A-9EF6-DA80748D4CE1
1628918467337,1628918467337,US,Source F,Generic App,com.app.year,1610492504000,1610492504000,1610751704000,1610751704000,,1610890352000,1628918468212,1628918468212,,0,app_store,f,com.app.year,,expired,f,6D78A9DA-173F-4B8C-B8EF-D9124662B958
1628916670323,1628916670323,MN,Source C,Generic App,com.app.year,1628916731000,1628916731000,1629175931000,1628916731000,,1629175931000,,,,0,app_store,t,com.app.year,,free_trial,f,DAD9487E-28D0-4203-9F3E-14144C9D29F3
1628914456941,1628914456941,US,Source D,Generic App,com.app.year,1614550076000,1614550076000,1614809276000,1614809276000,,1646345276000,,,,69.989999999999995,app_store,t,com.app.year,,active,f,890CB200-DDAB-4338-BBD8-2D4A1FB4B2BA
1628914027266,1628914027266,US,,Generic App,com.app.year,1628914095000,1628914095000,1629173295000,1628914095000,,1629173295000,1628959706577,1628959706577,,0,app_store,f,com.app.year,,cancelled_trial,f,A7544443-D480-48CE-8524-9A4E0D455B95
1628913430553,1628913430553,US,Source D,Generic App,com.app.year,1612417590000,1612417590000,1612676790000,1612676790000,,1644212790000,1628970871258,1628970871258,,69.989999999999995,app_store,f,com.app.year,,cancelled,f,0C1E3F3E-D1EA-4DB3-81FB-914EE1E81AB9
1628913395015,1628913395015,VN,,Generic App,com.app.year,1628913433000,1628913433000,1629172633000,1628913433000,,1629172633000,1628967181228,1628967181228,,0,app_store,f,com.app.year,,cancelled_trial,f,B1AAC8E3-3635-4A62-A180-FBB7AC368C5A
1621804745488,1628911878512,US,Source X,Generic App,com.app.week,1628911960000,1628911960000,1629171160000,1628911960000,,1629171160000,,,,0,app_store,t,com.app.week,,free_trial,f,BC5822E0-7A24-46B7-B3C9-BA44CE9246ED
1628908170432,1628908170432,US,Source X,Generic App,com.app.year,1609381959000,1609381959000,1609641159000,1609641159000,,1641177159000,1628908267242,1628908267242,,69.989999999999995,app_store,f,com.app.year,,cancelled,f,B9EC745A-072F-4E86-A489-E88F9725F6E8
1628906535339,1628906535339,US,Source D,Generic App,com.app.year,1612857531000,1612857531000,1613116731000,1614063966000,,1645599966000,,,,69.989999999999995,app_store,t,com.app.year,,active,f,46BB76A9-5D70-496A-A9B9-068033F9F34B
1619133795775,1628905098113,CA,Source C,Generic App,com.app.year,1589496493000,1589496493000,1589755693000,1589755693000,,1621291693000,1628905105847,1628905105847,,65.913657998915497,app_store,f,com.app.year,,expired,f,F34414DC-1EF4-4756-897B-E9BA09297976
1628903067668,1628903067668,US,,Generic App,com.app.year,1628903079000,1628903079000,1629162279000,1628903079000,,1629162279000,,,,0,app_store,t,com.app.year,,free_trial,f,77E30B4A-13F2-4E4A-B8F5-60B9681EAE1B
1628895747308,1628895747309,US,Source D,Generic App,com.app.year,1612969219000,1612969219000,1613228419000,1612969219000,,1613228419000,1628895947241,1628895947241,,0,app_store,f,com.app.year,,expired,f,19C436D4-DC84-44F9-958F-44C6323E1D80
1628893579739,1628893579740,US,,Generic App,com.app.year,1628893654000,1628893654000,1629152854000,1628893654000,,1629152854000,,,,0,app_store,t,com.app.year,,free_trial,f,C3D276E6-15EC-4F09-BDD3-1D30C41E31ED
1628745584206,1628892960621,US,Source X,Generic App,com.app.week,1628745636000,1628745636000,1629004836000,1628745636000,,1629004836000,1628902384222,1628902384222,,0,app_store,f,com.app.week,,expired,f,E11EA925-54ED-4E02-B32C-2FE8F8F011F4
1621293484610,1628887270192,US,Source C,Generic App,com.app.year,1588562571000,1588562571000,1588821771000,1588821771000,,1589401297000,1628887284086,1628887284086,,0,app_store,f,com.app.year,,expired,f,A9307541-BADE-4843-9CA9-36D80E628BB6
1628882627267,1628882627268,US,Source C,Generic App,com.app.year,1592975922000,1592975922000,1593235122000,1624771122000,1624771122000,1656307122000,1628882627920,1628882627920,1,139.97999999999999,app_store,f,com.app.year,,cancelled,f,C7920922-8A70-43C6-A2B7-9A37EBBB2D2D
1628881993879,1628881993879,US,Source D,Generic App,com.app.year,1616293856000,1616293856000,1616553056000,1616553056000,,1648089056000,1628881994542,1628881994542,,69.989999999999995,app_store,f,com.app.year,,cancelled,f,584B222C-B209-4B12-A5F2-EBBAA1E3D8D1
1628881613373,1628881613373,GB,Source D,Generic App,com.app.year,1616621375000,1616621375000,1616880575000,1616880575000,,1648416575000,1628881614373,1628881614373,,93.7649546069498,app_store,f,com.app.year,,cancelled,f,4FF4749F-D686-4494-8168-93013C1F16B2
1628875623878,1628875623878,US,Source A,Generic App,com.app.year,1616779382000,1616779382000,1617038582000,1617038582000,,1648574582000,,,,69.989999999999995,app_store,t,com.app.year,,active,f,33895AE9-0388-448C-BF56-240C1553CE67
1628873933859,1628873933859,US,Source A,Generic App,com.app.year,1628873956000,1628873956000,1629133156000,1628873956000,,1629133156000,,,,0,app_store,t,com.app.year,,free_trial,f,D593632E-691E-4ADC-979E-7538FF648715
1628873760805,1628873760805,US,Source D,Generic App,com.app.year,1590091191000,1590091191000,1590350391000,1621886391000,1621886391000,1653422391000,1628873761770,1628873761770,1,139.97999999999999,app_store,f,com.app.year,,cancelled,f,55A740CA-5B82-436E-A458-B6720178AADE
1628871242119,1628871242120,IT,,Generic App,com.app.week,1628871430000,1628871430000,1629130630000,1628871430000,,1629130630000,1628920059436,1628920059436,,0,app_store,f,com.app.week,,cancelled_trial,f,6195106C-80DC-47B3-ABE7-2308F968FCCB
1628091521262,1628869332874,VN,Source X,Generic App,com.app.week,1628091555000,1628091555000,1628350755000,1628350755000,,1628955555000,1628323627245,1628323627245,,6.9094131323100303,app_store,f,com.app.week,,expired,f,053202E1-0F51-4C54-A9EE-9AA74D2FC350
1628866668529,1628866668530,NG,Source E,Generic App,com.app.year,1614482615000,1614482615000,1614741815000,1614741815000,,1646277815000,,,,65.354330708661394,app_store,t,com.app.year,,active,f,D13666EF-9BBE-49A4-9278-CAFD186CE217
1628866651093,1628866651093,US,Source D,Generic App,com.app.week,1628866680000,1628866680000,1629125880000,1628866680000,,1629125880000,,,,0,app_store,t,com.app.week,,expired,f,F8919A2E-31BE-4D8A-8FC7-15B0D2AAE25E
1620792851906,1628863457965,US,Source X,Generic App,com.app.week,1620793110000,1620793110000,1621052310000,1628914710000,1628914710000,1629519510000,,,13,97.859999999999985,app_store,t,com.app.week,,active,f,58F87496-9C7A-482D-948B-8EE400769823
1628863434382,1628863434382,US,,Generic App,com.app.year,1628863463000,1628863463000,1629122663000,1628863463000,,1629122663000,1629069605237,1629069605237,,0,app_store,f,com.app.year,,expired,f,1E582732-63B2-40D1-A5AC-135D4FF30D9E
1628863325920,1628863325920,US,Source D,Generic App,com.app.year,1610449674000,1610449674000,1610708874000,1610786132000,,1642322132000,,,,69.989999999999995,app_store,t,com.app.year,,active,f,3D2EA26A-1E28-4906-8086-39B20704EC23
1623432261381,1628861458824,GB,Source D,Generic App,com.app.year,1591698367000,1591698367000,1591957567000,1591957567000,,1623493567000,1628861508439,1628861508439,,85.368027984742,app_store,f,com.app.year,,expired,f,E0D964A6-6BE9-4E39-A95C-A02792050F2C
1628860312467,1628860312468,US,Source C,Generic App,com.app.year,1597204253000,1597204253000,1597463453000,1628999453000,1628999453000,1660535453000,,,1,139.97999999999999,app_store,t,com.app.year,,active,f,D4762308-807A-4C28-8336-04FA2E4DE3BB
1628859521067,1628859521067,US,Source D,Generic App,com.app.year,1613278317000,1613278317000,1613537517000,1613537517000,,1645073517000,,,,69.989999999999995,app_store,t,com.app.year,,active,f,29CEC832-B406-42C8-B5CE-321DDE75FBE7
1622134696042,1628859179725,US,Source I,Generic App,com.app.year,1591530934000,1591530934000,1591790134000,1591790134000,,1623326134000,1628859189265,1628859189265,,69.989999999999995,app_store,f,com.app.year,,expired,f,FB614366-33B6-448D-B6EC-A604C740F084
1622251111616,1628858163406,US,Source F,Generic App,com.app.year,1622251288000,1622251288000,1622510488000,1628858149000,,1660394149000,,,,69.989999999999995,app_store,t,com.app.year,,active,f,40E4C31E-256D-4E96-9A63-8927C735D0CB
1628854482985,1628854482985,DK,Source C,Generic App,com.app.year,1595795406000,1595795406000,1596054606000,1627590606000,1627590606000,1659126606000,,,1,189.70540410461831,app_store,t,com.app.year,,active,f,8D1B5631-4822-4C4F-AA23-9B1C19A5DA0B
1628854069196,1628854069197,US,Source F,Generic App,com.app.year,1615231590000,1615231590000,1615490790000,1615490790000,,1647026790000,,,,69.989999999999995,app_store,t,com.app.year,,active,f,D6B9356C-0E76-4776-A8CD-19CB6A2BD1E0
1628148092299,1628843093729,AM,Source E,Generic App,com.app.year,1615068798000,1615068798000,1615327998000,1615068798000,,1615327998000,1628843117391,1628843117391,,0,app_store,f,com.app.year,,expired,f,C48FE3DC-1767-46FE-94B4-2282EC464D5C
1622417119484,1628840673726,CA,Source D,Generic App,com.app.year,1612829457000,1612829457000,1613088657000,1612829457000,,1613088657000,1628840706433,1628840706433,,0,app_store,f,com.app.year,,expired,f,9ACA71AE-F5D8-43C7-9517-D1053D2E7773
